Date;Team;Opponent;For;Against;Venue;Result;Season;MD;Result Margin
31.10.2021;Arsenal Tula;Sochi;1;2;H;L;2021/22;13;-1
31.10.2021;Sochi;Arsenal Tula;2;1;A;W;2021/22;13;1
31.10.2021;FC Khimki;Ural;0;0;H;D;2021/22;13;0
31.10.2021;Ural;FC Khimki;0;0;A;D;2021/22;13;0
06.11.2021;Arsenal Tula;Ufa;0;0;H;D;2021/22;14;0
06.11.2021;Ufa;Arsenal Tula;0;0;A;D;2021/22;14;0
06.11.2021;Krylia Sovetov;FC Khimki;3;0;H;W;2021/22;14;3
06.11.2021;FC Khimki;Krylia Sovetov;0;3;A;L;2021/22;14;-3
06.11.2021;Dinamo Moscow;FK Krasnodar;1;0;H;W;2021/22;14;1
06.11.2021;FK Krasnodar;Dinamo Moscow;0;1;A;L;2021/22;14;-1
06.11.2021;Sochi;CSKA Moscow;4;1;H;W;2021/22;14;3
06.11.2021;CSKA Moscow;Sochi;1;4;A;L;2021/22;14;-3
07.11.2021;Ural;Zenit St Petersburg;0;0;H;D;2021/22;14;0
07.11.2021;Zenit St Petersburg;Ural;0;0;A;D;2021/22;14;0
07.11.2021;Rostov;Rubin Kazan;5;1;H;W;2021/22;14;4
07.11.2021;Rubin Kazan;Rostov;1;5;A;L;2021/22;14;-4
07.11.2021;Spartak Moscow;Lokomotiv Moscow;1;1;H;D;2021/22;14;0
07.11.2021;Lokomotiv Moscow;Spartak Moscow;1;1;A;D;2021/22;14;0
07.11.2021;Akhmat Grozny;Nizhny Novgorod;3;1;H;W;2021/22;14;2
07.11.2021;Nizhny Novgorod;Akhmat Grozny;1;3;A;L;2021/22;14;-2
19.11.2021;Zenit St Petersburg;Nizhny Novgorod;5;1;H;W;2021/22;15;4
19.11.2021;Nizhny Novgorod;Zenit St Petersburg;1;5;A;L;2021/22;15;-4
20.11.2021;Krylia Sovetov;Ural;1;1;H;D;2021/22;15;0
20.11.2021;Ural;Krylia Sovetov;1;1;A;D;2021/22;15;0
20.11.2021;Lokomotiv Moscow;Akhmat Grozny;1;2;H;L;2021/22;15;-1
20.11.2021;Akhmat Grozny;Lokomotiv Moscow;2;1;A;W;2021/22;15;1
20.11.2021;FK Krasnodar;Spartak Moscow;2;1;H;W;2021/22;15;1
20.11.2021;Spartak Moscow;FK Krasnodar;1;2;A;L;2021/22;15;-1
21.11.2021;Rostov;Ufa;2;2;H;D;2021/22;15;0
21.11.2021;Ufa;Rostov;2;2;A;D;2021/22;15;0
21.11.2021;CSKA Moscow;FC Khimki;0;0;H;D;2021/22;15;0
21.11.2021;FC Khimki;CSKA Moscow;0;0;A;D;2021/22;15;0
21.11.2021;Dinamo Moscow;Arsenal Tula;5;1;H;W;2021/22;15;4
21.11.2021;Arsenal Tula;Dinamo Moscow;1;5;A;L;2021/22;15;-4
21.11.2021;Sochi;Rubin Kazan;1;2;H;L;2021/22;15;-1
21.11.2021;Rubin Kazan;Sochi;2;1;A;W;2021/22;15;1
27.11.2021;Ural;Sochi;1;1;H;D;2021/22;16;0
27.11.2021;Sochi;Ural;1;1;A;D;2021/22;16;0
27.11.2021;Akhmat Grozny;Rostov;2;0;H;W;2021/22;16;2
27.11.2021;Rostov;Akhmat Grozny;0;2;A;L;2021/22;16;-2
27.11.2021;FC Khimki;FK Krasnodar;3;3;H;D;2021/22;16;0
27.11.2021;FK Krasnodar;FC Khimki;3;3;A;D;2021/22;16;0
28.11.2021;Nizhny Novgorod;Krylia Sovetov;0;0;H;D;2021/22;16;0
28.11.2021;Krylia Sovetov;Nizhny Novgorod;0;0;A;D;2021/22;16;0
28.11.2021;Rubin Kazan;Dinamo Moscow;2;3;H;L;2021/22;16;-1
28.11.2021;Dinamo Moscow;Rubin Kazan;3;2;A;W;2021/22;16;1
28.11.2021;CSKA Moscow;Zenit St Petersburg;0;2;H;L;2021/22;16;-2
28.11.2021;Zenit St Petersburg;CSKA Moscow;2;0;A;W;2021/22;16;2
29.11.2021;Ufa;Spartak Moscow;1;1;H;D;2021/22;16;0
29.11.2021;Spartak Moscow;Ufa;1;1;A;D;2021/22;16;0
29.11.2021;Arsenal Tula;Lokomotiv Moscow;3;1;H;W;2021/22;16;2
29.11.2021;Lokomotiv Moscow;Arsenal Tula;1;3;A;L;2021/22;16;-2
03.12.2021;Zenit St Petersburg;Rostov;2;2;H;D;2021/22;17;0
03.12.2021;Rostov;Zenit St Petersburg;2;2;A;D;2021/22;17;0
04.12.2021;Krylia Sovetov;CSKA Moscow;0;1;H;L;2021/22;17;-1
04.12.2021;CSKA Moscow;Krylia Sovetov;1;0;A;W;2021/22;17;1
04.12.2021;Spartak Moscow;Akhmat Grozny;2;1;H;W;2021/22;17;1
04.12.2021;Akhmat Grozny;Spartak Moscow;1;2;A;L;2021/22;17;-1
04.12.2021;Lokomotiv Moscow;Ural;0;1;H;L;2021/22;17;-1
04.12.2021;Ural;Lokomotiv Moscow;1;0;A;W;2021/22;17;1
05.12.2021;FC Khimki;Arsenal Tula;1;2;H;L;2021/22;17;-1
05.12.2021;Arsenal Tula;FC Khimki;2;1;A;W;2021/22;17;1
05.12.2021;Dinamo Moscow;Ufa;2;0;H;W;2021/22;17;2
05.12.2021;Ufa;Dinamo Moscow;0;2;A;L;2021/22;17;-2
05.12.2021;Nizhny Novgorod;Rubin Kazan;2;1;H;W;2021/22;17;1
05.12.2021;Rubin Kazan;Nizhny Novgorod;1;2;A;L;2021/22;17;-1
05.12.2021;Sochi;FK Krasnodar;1;2;H;L;2021/22;17;-1
05.12.2021;FK Krasnodar;Sochi;2;1;A;W;2021/22;17;1
11.12.2021;Krylia Sovetov;Rubin Kazan;2;0;H;W;2021/22;18;2
11.12.2021;Rubin Kazan;Krylia Sovetov;0;2;A;L;2021/22;18;-2
11.12.2021;CSKA Moscow;Arsenal Tula;2;0;H;W;2021/22;18;2
11.12.2021;Arsenal Tula;CSKA Moscow;0;2;A;L;2021/22;18;-2
11.12.2021;Rostov;Ural;1;4;H;L;2021/22;18;-3
11.12.2021;Ural;Rostov;4;1;A;W;2021/22;18;3
12.12.2021;Dinamo Moscow;Zenit St Petersburg;1;1;H;D;2021/22;18;0
12.12.2021;Zenit St Petersburg;Dinamo Moscow;1;1;A;D;2021/22;18;0
12.12.2021;Akhmat Grozny;FC Khimki;4;1;H;W;2021/22;18;3
12.12.2021;FC Khimki;Akhmat Grozny;1;4;A;L;2021/22;18;-3
12.12.2021;FK Krasnodar;Nizhny Novgorod;0;0;H;D;2021/22;18;0
12.12.2021;Nizhny Novgorod;FK Krasnodar;0;0;A;D;2021/22;18;0
12.12.2021;Lokomotiv Moscow;Ufa;2;0;H;W;2021/22;18;2
12.12.2021;Ufa;Lokomotiv Moscow;0;2;A;L;2021/22;18;-2
13.12.2021;Sochi;Spartak Moscow;3;0;H;W;2021/22;18;3
13.12.2021;Spartak Moscow;Sochi;0;3;A;L;2021/22;18;-3
26.02.2022;Nizhny Novgorod;Ural;1;0;H;W;2021/22;19;1
26.02.2022;Ural;Nizhny Novgorod;0;1;A;L;2021/22;19;-1
26.02.2022;FC Khimki;Dinamo Moscow;0;3;H;L;2021/22;19;-3
26.02.2022;Dinamo Moscow;FC Khimki;3;0;A;W;2021/22;19;3
26.02.2022;Sochi;Arsenal Tula;2;0;H;W;2021/22;19;2
26.02.2022;Arsenal Tula;Sochi;0;2;A;L;2021/22;19;-2
26.02.2022;Spartak Moscow;CSKA Moscow;0;2;H;L;2021/22;19;-2
26.02.2022;CSKA Moscow;Spartak Moscow;2;0;A;W;2021/22;19;2
27.02.2022;Akhmat Grozny;Ufa;2;1;H;W;2021/22;19;1
27.02.2022;Ufa;Akhmat Grozny;1;2;A;L;2021/22;19;-1
28.02.2022;Zenit St Petersburg;Rubin Kazan;3;2;H;W;2021/22;19;1
28.02.2022;Rubin Kazan;Zenit St Petersburg;2;3;A;L;2021/22;19;-1
05.03.2022;CSKA Moscow;Nizhny Novgorod;1;0;H;W;2021/22;20;1
05.03.2022;Nizhny Novgorod;CSKA Moscow;0;1;A;L;2021/22;20;-1
06.03.2022;Krylia Sovetov;Arsenal Tula;2;2;H;D;2021/22;20;0
06.03.2022;Arsenal Tula;Krylia Sovetov;2;2;A;D;2021/22;20;0
06.03.2022;Lokomotiv Moscow;FC Khimki;3;2;H;W;2021/22;20;1
06.03.2022;FC Khimki;Lokomotiv Moscow;2;3;A;L;2021/22;20;-1
06.03.2022;Dinamo Moscow;Spartak Moscow;0;2;H;L;2021/22;20;-2
06.03.2022;Spartak Moscow;Dinamo Moscow;2;0;A;W;2021/22;20;2
07.03.2022;FK Krasnodar;Ural;2;1;H;W;2021/22;20;1
07.03.2022;Ural;FK Krasnodar;1;2;A;L;2021/22;20;-1
07.03.2022;Zenit St Petersburg;Ufa;2;0;H;W;2021/22;20;2
07.03.2022;Ufa;Zenit St Petersburg;0;2;A;L;2021/22;20;-2
07.03.2022;Rostov;Sochi;0;1;H;L;2021/22;20;-1
07.03.2022;Sochi;Rostov;1;0;A;W;2021/22;20;1
07.03.2022;Akhmat Grozny;Rubin Kazan;1;2;H;L;2021/22;20;-1
07.03.2022;Rubin Kazan;Akhmat Grozny;2;1;A;W;2021/22;20;1
12.03.2022;Ufa;Nizhny Novgorod;0;0;H;D;2021/22;21;0
12.03.2022;Nizhny Novgorod;Ufa;0;0;A;D;2021/22;21;0
12.03.2022;Arsenal Tula;Dinamo Moscow;1;4;H;L;2021/22;21;-3
12.03.2022;Dinamo Moscow;Arsenal Tula;4;1;A;W;2021/22;21;3
12.03.2022;Lokomotiv Moscow;CSKA Moscow;1;2;H;L;2021/22;21;-1
12.03.2022;CSKA Moscow;Lokomotiv Moscow;2;1;A;W;2021/22;21;1
13.03.2022;Ural;Akhmat Grozny;0;0;H;D;2021/22;21;0
13.03.2022;Akhmat Grozny;Ural;0;0;A;D;2021/22;21;0
13.03.2022;FC Khimki;Sochi;0;0;H;D;2021/22;21;0
13.03.2022;Sochi;FC Khimki;0;0;A;D;2021/22;21;0
13.03.2022;Krylia Sovetov;Zenit St Petersburg;1;1;H;D;2021/22;21;0
13.03.2022;Zenit St Petersburg;Krylia Sovetov;1;1;A;D;2021/22;21;0
13.03.2022;Spartak Moscow;FK Krasnodar;1;2;H;L;2021/22;21;-1
13.03.2022;FK Krasnodar;Spartak Moscow;2;1;A;W;2021/22;21;1
14.03.2022;Rubin Kazan;Rostov;1;2;H;L;2021/22;21;-1
14.03.2022;Rostov;Rubin Kazan;2;1;A;W;2021/22;21;1
19.03.2022;Ural;FC Khimki;0;1;H;L;2021/22;22;-1
19.03.2022;FC Khimki;Ural;1;0;A;W;2021/22;22;1
19.03.2022;Nizhny Novgorod;Spartak Moscow;1;1;H;D;2021/22;22;0
19.03.2022;Spartak Moscow;Nizhny Novgorod;1;1;A;D;2021/22;22;0
19.03.2022;Akhmat Grozny;Lokomotiv Moscow;2;3;H;L;2021/22;22;-1
19.03.2022;Lokomotiv Moscow;Akhmat Grozny;3;2;A;W;2021/22;22;1
19.03.2022;Zenit St Petersburg;Arsenal Tula;3;0;H;W;2021/22;22;3
19.03.2022;Arsenal Tula;Zenit St Petersburg;0;3;A;L;2021/22;22;-3
20.03.2022;CSKA Moscow;Rubin Kazan;6;1;H;W;2021/22;22;5
20.03.2022;Rubin Kazan;CSKA Moscow;1;6;A;L;2021/22;22;-5
20.03.2022;Ufa;FK Krasnodar;1;1;H;D;2021/22;22;0
20.03.2022;FK Krasnodar;Ufa;1;1;A;D;2021/22;22;0
20.03.2022;Sochi;Krylia Sovetov;2;3;H;L;2021/22;22;-1
20.03.2022;Krylia Sovetov;Sochi;3;2;A;W;2021/22;22;1
20.03.2022;Dinamo Moscow;Rostov;1;1;H;D;2021/22;22;0
20.03.2022;Rostov;Dinamo Moscow;1;1;A;D;2021/22;22;0
01.04.2022;Rubin Kazan;FC Khimki;2;3;H;L;2021/22;23;-1
01.04.2022;FC Khimki;Rubin Kazan;3;2;A;W;2021/22;23;1
02.04.2022;Krylia Sovetov;Ufa;1;2;H;L;2021/22;23;-1
02.04.2022;Ufa;Krylia Sovetov;2;1;A;W;2021/22;23;1
02.04.2022;Arsenal Tula;Akhmat Grozny;0;0;H;D;2021/22;23;0
02.04.2022;Akhmat Grozny;Arsenal Tula;0;0;A;D;2021/22;23;0
02.04.2022;Rostov;Nizhny Novgorod;1;2;H;L;2021/22;23;-1
02.04.2022;Nizhny Novgorod;Rostov;2;1;A;W;2021/22;23;1
02.04.2022;Lokomotiv Moscow;Spartak Moscow;1;0;H;W;2021/22;23;1
02.04.2022;Spartak Moscow;Lokomotiv Moscow;0;1;A;L;2021/22;23;-1
03.04.2022;FK Krasnodar;Dinamo Moscow;0;1;H;L;2021/22;23;-1
03.04.2022;Dinamo Moscow;FK Krasnodar;1;0;A;W;2021/22;23;1
03.04.2022;CSKA Moscow;Ural;2;2;H;D;2021/22;23;0
03.04.2022;Ural;CSKA Moscow;2;2;A;D;2021/22;23;0
03.04.2022;Sochi;Zenit St Petersburg;0;0;H;D;2021/22;23;0
03.04.2022;Zenit St Petersburg;Sochi;0;0;A;D;2021/22;23;0
06.04.2022;Rostov;Krylia Sovetov;1;0;H;W;2021/22;19;1
06.04.2022;Krylia Sovetov;Rostov;0;1;A;L;2021/22;19;-1
09.04.2022;Nizhny Novgorod;Dinamo Moscow;0;1;H;L;2021/22;24;-1
09.04.2022;Dinamo Moscow;Nizhny Novgorod;1;0;A;W;2021/22;24;1
09.04.2022;FC Khimki;CSKA Moscow;4;2;H;W;2021/22;24;2
09.04.2022;CSKA Moscow;FC Khimki;2;4;A;L;2021/22;24;-2
09.04.2022;Rubin Kazan;FK Krasnodar;0;1;H;L;2021/22;24;-1
09.04.2022;FK Krasnodar;Rubin Kazan;1;0;A;W;2021/22;24;1
09.04.2022;Akhmat Grozny;Zenit St Petersburg;0;2;H;L;2021/22;24;-2
09.04.2022;Zenit St Petersburg;Akhmat Grozny;2;0;A;W;2021/22;24;2
10.04.2022;Ural;Krylia Sovetov;0;1;H;L;2021/22;24;-1
10.04.2022;Krylia Sovetov;Ural;1;0;A;W;2021/22;24;1
10.04.2022;Ufa;Sochi;1;2;H;L;2021/22;24;-1
10.04.2022;Sochi;Ufa;2;1;A;W;2021/22;24;1
10.04.2022;Spartak Moscow;Arsenal Tula;3;0;H;W;2021/22;24;3
10.04.2022;Arsenal Tula;Spartak Moscow;0;3;A;L;2021/22;24;-3
10.04.2022;Rostov;Lokomotiv Moscow;4;1;H;W;2021/22;24;3
10.04.2022;Lokomotiv Moscow;Rostov;1;4;A;L;2021/22;24;-3
15.04.2022;Dinamo Moscow;Akhmat Grozny;2;0;H;W;2021/22;25;2
15.04.2022;Akhmat Grozny;Dinamo Moscow;0;2;A;L;2021/22;25;-2
16.04.2022;Ufa;CSKA Moscow;1;1;H;D;2021/22;25;0
16.04.2022;CSKA Moscow;Ufa;1;1;A;D;2021/22;25;0
16.04.2022;Zenit St Petersburg;Ural;3;1;H;W;2021/22;25;2
16.04.2022;Ural;Zenit St Petersburg;1;3;A;L;2021/22;25;-2
16.04.2022;Spartak Moscow;Rubin Kazan;1;1;H;D;2021/22;25;0
16.04.2022;Rubin Kazan;Spartak Moscow;1;1;A;D;2021/22;25;0
17.04.2022;Arsenal Tula;Rostov;1;2;H;L;2021/22;25;-1
17.04.2022;Rostov;Arsenal Tula;2;1;A;W;2021/22;25;1
17.04.2022;Krylia Sovetov;FK Krasnodar;2;0;H;W;2021/22;25;2
17.04.2022;FK Krasnodar;Krylia Sovetov;0;2;A;L;2021/22;25;-2
17.04.2022;Sochi;Lokomotiv Moscow;2;2;H;D;2021/22;25;0
17.04.2022;Lokomotiv Moscow;Sochi;2;2;A;D;2021/22;25;0
17.04.2022;Nizhny Novgorod;FC Khimki;0;0;H;D;2021/22;25;0
17.04.2022;FC Khimki;Nizhny Novgorod;0;0;A;D;2021/22;25;0
23.04.2022;Ural;Ufa;2;1;H;W;2021/22;26;1
23.04.2022;Ufa;Ural;1;2;A;L;2021/22;26;-1
23.04.2022;Lokomotiv Moscow;Nizhny Novgorod;2;1;H;W;2021/22;26;1
23.04.2022;Nizhny Novgorod;Lokomotiv Moscow;1;2;A;L;2021/22;26;-1
23.04.2022;Sochi;Akhmat Grozny;3;2;H;W;2021/22;26;1
23.04.2022;Akhmat Grozny;Sochi;2;3;A;L;2021/22;26;-1
24.04.2022;Rubin Kazan;Arsenal Tula;1;0;H;W;2021/22;26;1
24.04.2022;Arsenal Tula;Rubin Kazan;0;1;A;L;2021/22;26;-1
24.04.2022;FC Khimki;Krylia Sovetov;4;1;H;W;2021/22;26;3
24.04.2022;Krylia Sovetov;FC Khimki;1;4;A;L;2021/22;26;-3
24.04.2022;Rostov;Spartak Moscow;3;2;H;W;2021/22;26;1
24.04.2022;Spartak Moscow;Rostov;2;3;A;L;2021/22;26;-1
24.04.2022;CSKA Moscow;Dinamo Moscow;1;0;H;W;2021/22;26;1
24.04.2022;Dinamo Moscow;CSKA Moscow;0;1;A;L;2021/22;26;-1
25.04.2022;FK Krasnodar;Zenit St Petersburg;1;3;H;L;2021/22;26;-2
25.04.2022;Zenit St Petersburg;FK Krasnodar;3;1;A;W;2021/22;26;2
30.04.2022;Dinamo Moscow;Ural;2;3;H;L;2021/22;27;-1
30.04.2022;Ural;Dinamo Moscow;3;2;A;W;2021/22;27;1
30.04.2022;Rubin Kazan;Sochi;0;6;H;L;2021/22;27;-6
30.04.2022;Sochi;Rubin Kazan;6;0;A;W;2021/22;27;6
30.04.2022;FK Krasnodar;Rostov;2;1;H;W;2021/22;27;1
30.04.2022;Rostov;FK Krasnodar;1;2;A;L;2021/22;27;-1
30.04.2022;Zenit St Petersburg;Lokomotiv Moscow;3;1;H;W;2021/22;27;2
30.04.2022;Lokomotiv Moscow;Zenit St Petersburg;1;3;A;L;2021/22;27;-2
01.05.2022;Spartak Moscow;Krylia Sovetov;2;1;H;W;2021/22;27;1
01.05.2022;Krylia Sovetov;Spartak Moscow;1;2;A;L;2021/22;27;-1
01.05.2022;FC Khimki;Ufa;1;1;H;D;2021/22;27;0
01.05.2022;Ufa;FC Khimki;1;1;A;D;2021/22;27;0
01.05.2022;Akhmat Grozny;CSKA Moscow;2;0;H;W;2021/22;27;2
01.05.2022;CSKA Moscow;Akhmat Grozny;0;2;A;L;2021/22;27;-2
02.05.2022;Arsenal Tula;Nizhny Novgorod;2;2;H;D;2021/22;27;0
02.05.2022;Nizhny Novgorod;Arsenal Tula;2;2;A;D;2021/22;27;0
04.05.2022;FK Krasnodar;Lokomotiv Moscow;1;0;H;W;2021/22;19;1
04.05.2022;Lokomotiv Moscow;FK Krasnodar;0;1;A;L;2021/22;19;-1
06.05.2022;Krylia Sovetov;Dinamo Moscow;5;2;H;W;2021/22;28;3
06.05.2022;Dinamo Moscow;Krylia Sovetov;2;5;A;L;2021/22;28;-3
07.05.2022;Ural;Spartak Moscow;1;3;H;L;2021/22;28;-2
07.05.2022;Spartak Moscow;Ural;3;1;A;W;2021/22;28;2
07.05.2022;Zenit St Petersburg;FC Khimki;1;0;H;W;2021/22;28;1
07.05.2022;FC Khimki;Zenit St Petersburg;0;1;A;L;2021/22;28;-1
07.05.2022;Nizhny Novgorod;Akhmat Grozny;0;1;H;L;2021/22;28;-1
07.05.2022;Akhmat Grozny;Nizhny Novgorod;1;0;A;W;2021/22;28;1
07.05.2022;CSKA Moscow;Sochi;0;1;H;L;2021/22;28;-1
07.05.2022;Sochi;CSKA Moscow;1;0;A;W;2021/22;28;1
08.05.2022;Ufa;Rostov;0;0;H;D;2021/22;28;0
08.05.2022;Rostov;Ufa;0;0;A;D;2021/22;28;0
08.05.2022;Arsenal Tula;FK Krasnodar;1;1;H;D;2021/22;28;0
08.05.2022;FK Krasnodar;Arsenal Tula;1;1;A;D;2021/22;28;0
08.05.2022;Lokomotiv Moscow;Rubin Kazan;1;0;H;W;2021/22;28;1
08.05.2022;Rubin Kazan;Lokomotiv Moscow;0;1;A;L;2021/22;28;-1
13.05.2022;Sochi;Nizhny Novgorod;0;0;H;D;2021/22;29;0
13.05.2022;Nizhny Novgorod;Sochi;0;0;A;D;2021/22;29;0
14.05.2022;Ufa;Arsenal Tula;2;1;H;W;2021/22;29;1
14.05.2022;Arsenal Tula;Ufa;1;2;A;L;2021/22;29;-1
14.05.2022;Rostov;FC Khimki;2;1;H;W;2021/22;29;1
14.05.2022;FC Khimki;Rostov;1;2;A;L;2021/22;29;-1
14.05.2022;Lokomotiv Moscow;Dinamo Moscow;3;3;H;D;2021/22;29;0
14.05.2022;Dinamo Moscow;Lokomotiv Moscow;3;3;A;D;2021/22;29;0
14.05.2022;Akhmat Grozny;Krylia Sovetov;1;0;H;W;2021/22;29;1
14.05.2022;Krylia Sovetov;Akhmat Grozny;0;1;A;L;2021/22;29;-1
15.05.2022;Ural;Rubin Kazan;3;0;H;W;2021/22;29;3
15.05.2022;Rubin Kazan;Ural;0;3;A;L;2021/22;29;-3
15.05.2022;Spartak Moscow;Zenit St Petersburg;1;1;H;D;2021/22;29;0
15.05.2022;Zenit St Petersburg;Spartak Moscow;1;1;A;D;2021/22;29;0
15.05.2022;FK Krasnodar;CSKA Moscow;1;0;H;W;2021/22;29;1
15.05.2022;CSKA Moscow;FK Krasnodar;0;1;A;L;2021/22;29;-1
21.05.2022;FK Krasnodar;Akhmat Grozny;1;1;H;D;2021/22;30;0
21.05.2022;Akhmat Grozny;FK Krasnodar;1;1;A;D;2021/22;30;0
21.05.2022;Krylia Sovetov;Lokomotiv Moscow;0;1;H;L;2021/22;30;-1
21.05.2022;Lokomotiv Moscow;Krylia Sovetov;1;0;A;W;2021/22;30;1
21.05.2022;CSKA Moscow;Rostov;4;0;H;W;2021/22;30;4
21.05.2022;Rostov;CSKA Moscow;0;4;A;L;2021/22;30;-4
21.05.2022;Dinamo Moscow;Sochi;1;5;H;L;2021/22;30;-4
21.05.2022;Sochi;Dinamo Moscow;5;1;A;W;2021/22;30;4
21.05.2022;Rubin Kazan;Ufa;1;2;H;L;2021/22;30;-1
21.05.2022;Ufa;Rubin Kazan;2;1;A;W;2021/22;30;1
21.05.2022;Arsenal Tula;Ural;1;2;H;L;2021/22;30;-1
21.05.2022;Ural;Arsenal Tula;2;1;A;W;2021/22;30;1
21.05.2022;Nizhny Novgorod;Zenit St Petersburg;1;0;H;W;2021/22;30;1
21.05.2022;Zenit St Petersburg;Nizhny Novgorod;0;1;A;L;2021/22;30;-1
21.05.2022;FC Khimki;Spartak Moscow;2;1;H;W;2021/22;30;1
21.05.2022;Spartak Moscow;FC Khimki;1;2;A;L;2021/22;30;-1
15.07.2022;FC Khimki;Zenit St Petersburg;1;1;H;D;2022/23;1;0
15.07.2022;Zenit St Petersburg;FC Khimki;1;1;A;D;2022/23;1;0
16.07.2022;CSKA Moscow;Ural;2;0;H;W;2022/23;1;2
16.07.2022;Ural;CSKA Moscow;0;2;A;L;2022/23;1;-2
16.07.2022;Orenburg;Krylia Sovetov;2;4;H;L;2022/23;1;-2
16.07.2022;Krylia Sovetov;Orenburg;4;2;A;W;2022/23;1;2
16.07.2022;Akhmat Grozny;Spartak Moscow;1;1;H;D;2022/23;1;0
16.07.2022;Spartak Moscow;Akhmat Grozny;1;1;A;D;2022/23;1;0
17.07.2022;Torpedo Moscow;Sochi;1;3;H;L;2022/23;1;-2
17.07.2022;Sochi;Torpedo Moscow;3;1;A;W;2022/23;1;2
17.07.2022;Lokomotiv Moscow;Nizhny Novgorod;1;1;H;D;2022/23;1;0
17.07.2022;Nizhny Novgorod;Lokomotiv Moscow;1;1;A;D;2022/23;1;0
17.07.2022;FK Krasnodar;Fakel Voronezh;2;2;H;D;2022/23;1;0
17.07.2022;Fakel Voronezh;FK Krasnodar;2;2;A;D;2022/23;1;0
17.07.2022;Dinamo Moscow;Rostov;1;1;H;D;2022/23;1;0
17.07.2022;Rostov;Dinamo Moscow;1;1;A;D;2022/23;1;0
22.07.2022;Zenit St Petersburg;Krylia Sovetov;3;0;H;W;2022/23;2;3
22.07.2022;Krylia Sovetov;Zenit St Petersburg;0;3;A;L;2022/23;2;-3
23.07.2022;CSKA Moscow;Sochi;3;0;H;W;2022/23;2;3
23.07.2022;Sochi;CSKA Moscow;0;3;A;L;2022/23;2;-3
23.07.2022;Orenburg;Ural;3;0;H;W;2022/23;2;3
23.07.2022;Ural;Orenburg;0;3;A;L;2022/23;2;-3
23.07.2022;FK Krasnodar;Spartak Moscow;1;4;H;L;2022/23;2;-3
23.07.2022;Spartak Moscow;FK Krasnodar;4;1;A;W;2022/23;2;3
24.07.2022;FC Khimki;Nizhny Novgorod;3;0;H;W;2022/23;2;3
24.07.2022;Nizhny Novgorod;FC Khimki;0;3;A;L;2022/23;2;-3
24.07.2022;Dinamo Moscow;Torpedo Moscow;4;0;H;W;2022/23;2;4
24.07.2022;Torpedo Moscow;Dinamo Moscow;0;4;A;L;2022/23;2;-4
24.07.2022;Lokomotiv Moscow;Rostov;2;2;H;D;2022/23;2;0
24.07.2022;Rostov;Lokomotiv Moscow;2;2;A;D;2022/23;2;0
24.07.2022;Akhmat Grozny;Fakel Voronezh;2;1;H;W;2022/23;2;1
24.07.2022;Fakel Voronezh;Akhmat Grozny;1;2;A;L;2022/23;2;-1
29.07.2022;Ural;FK Krasnodar;1;3;H;L;2022/23;3;-2
29.07.2022;FK Krasnodar;Ural;3;1;A;W;2022/23;3;2
30.07.2022;Fakel Voronezh;Dinamo Moscow;3;3;H;D;2022/23;3;0
30.07.2022;Dinamo Moscow;Fakel Voronezh;3;3;A;D;2022/23;3;0
30.07.2022;Zenit St Petersburg;Lokomotiv Moscow;5;0;H;W;2022/23;3;5
30.07.2022;Lokomotiv Moscow;Zenit St Petersburg;0;5;A;L;2022/23;3;-5
30.07.2022;Sochi;Akhmat Grozny;2;1;H;W;2022/23;3;1
30.07.2022;Akhmat Grozny;Sochi;1;2;A;L;2022/23;3;-1
31.07.2022;Nizhny Novgorod;CSKA Moscow;2;2;H;D;2022/23;3;0
31.07.2022;CSKA Moscow;Nizhny Novgorod;2;2;A;D;2022/23;3;0
31.07.2022;Spartak Moscow;Orenburg;4;1;H;W;2022/23;3;3
31.07.2022;Orenburg;Spartak Moscow;1;4;A;L;2022/23;3;-3
31.07.2022;Krylia Sovetov;Torpedo Moscow;1;1;H;D;2022/23;3;0
31.07.2022;Torpedo Moscow;Krylia Sovetov;1;1;A;D;2022/23;3;0
31.07.2022;Rostov;FC Khimki;1;0;H;W;2022/23;3;1
31.07.2022;FC Khimki;Rostov;0;1;A;L;2022/23;3;-1
06.08.2022;Ural;Spartak Moscow;0;2;H;L;2022/23;4;-2
06.08.2022;Spartak Moscow;Ural;2;0;A;W;2022/23;4;2
06.08.2022;CSKA Moscow;Fakel Voronezh;4;1;H;W;2022/23;4;3
06.08.2022;Fakel Voronezh;CSKA Moscow;1;4;A;L;2022/23;4;-3
06.08.2022;FK Krasnodar;Lokomotiv Moscow;3;0;H;W;2022/23;4;3
06.08.2022;Lokomotiv Moscow;FK Krasnodar;0;3;A;L;2022/23;4;-3
06.08.2022;Akhmat Grozny;Zenit St Petersburg;0;0;H;D;2022/23;4;0
06.08.2022;Zenit St Petersburg;Akhmat Grozny;0;0;A;D;2022/23;4;0
07.08.2022;Torpedo Moscow;FC Khimki;1;3;H;L;2022/23;4;-2
07.08.2022;FC Khimki;Torpedo Moscow;3;1;A;W;2022/23;4;2
07.08.2022;Krylia Sovetov;Dinamo Moscow;0;2;H;L;2022/23;4;-2
07.08.2022;Dinamo Moscow;Krylia Sovetov;2;0;A;W;2022/23;4;2
07.08.2022;Rostov;Orenburg;2;1;H;W;2022/23;4;1
07.08.2022;Orenburg;Rostov;1;2;A;L;2022/23;4;-1
